Country,Points,Price,Province,Region,Variety
US,92,40.0,California,Sta. Rita Hills,Pinot Noir
US,92,75.0,California,Napa Valley,Cabernet Sauvignon
US,92,55.0,California,Sonoma County,Cabernet Sauvignon
US,92,39.0,California,Russian River Valley,Chardonnay
US,92,90.0,California,Napa Valley,Cabernet Sauvignon
US,92,52.0,California,Paso Robles,Red Blend
US,92,28.0,Washington,Columbia Valley (WA),Cabernet Sauvignon
US,88,19.0,Washington,Columbia Valley (WA),Sauvignon Blanc
US,88,29.0,California,Russian River Valley,Pinot Noir
US,88,20.0,Washington,Columbia Valley (WA),Viognier
US,88,35.0,Washington,Red Mountain,Petit Verdot
US,88,42.0,California,Anderson Valley,Pinot Noir
US,88,40.0,California,Rutherford,Cabernet Sauvignon
US,88,18.0,Washington,Columbia Valley (WA),Malbec
US,88,15.0,Washington,Columbia Valley (WA),Viognier
US,88,50.0,California,Napa Valley,Cabernet Sauvignon
US,88,35.0,Washington,Columbia Valley (WA),Merlot
US,88,36.0,California,Carneros,Chardonnay
US,88,25.0,Washington,Columbia Gorge (WA),Chardonnay
US,88,15.0,Washington,Washington,Syrah
US,88,52.0,California,Napa Valley,Chardonnay
US,88,30.0,California,Carneros,Pinot Noir
US,88,58.0,California,Napa Valley,Red Blend
US,88,50.0,California,Sonoma Coast,Pinot Noir
US,88,17.0,Washington,Columbia Valley (WA),Syrah
US,88,24.0,California,Carneros,Chardonnay
US,88,38.0,California,Santa Maria Valley,Chardonnay
US,88,20.0,Washington,Washington,Cabernet Franc
US,88,18.0,California,Dry Creek Valley,Sauvignon Blanc
US,90,25.0,Washington,Columbia Valley (WA),Chardonnay
US,90,40.0,California,Santa Lucia Highlands,Chardonnay
US,90,30.0,Washington,Yakima Valley,Bordeaux-style Red Blend
US,90,21.0,Washington,Yakima Valley,Gewürztraminer
US,90,27.0,California,Lodi,Petite Sirah
US,90,32.0,Washington,Columbia Valley (WA),Cabernet Franc
US,90,18.0,Washington,Columbia Valley (WA),Viognier
US,90,18.0,Washington,Walla Walla Valley (WA),Cabernet Franc
US,90,34.0,Washington,Columbia Valley (WA),Cabernet Sauvignon
US,90,20.0,Washington,Columbia Valley (WA),Chardonnay
US,90,18.0,Washington,Washington,Viognier
US,86,47.0,California,Sonoma Valley,Pinot Noir
US,86,24.0,Washington,Horse Heaven Hills,Red Blend
US,86,25.0,California,Sonoma County,Merlot
US,86,13.0,California,Sonoma County,Gewürztraminer
US,86,44.0,California,Sonoma Valley,Merlot
US,86,28.0,California,Napa Valley,Cabernet Sauvignon
US,86,20.0,California,Sonoma County,Cabernet Sauvignon
US,86,36.0,Washington,Columbia Valley (WA),Merlot
US,86,25.0,California,Napa Valley,Bordeaux-style Red Blend
US,86,29.0,California,Russian River Valley,Chardonnay
US,86,10.0,California,California,Pinot Grigio
US,86,16.0,California,Anderson Valley,Pinot Gris
US,86,11.0,California,California,Merlot
US,86,18.0,California,California,Chardonnay
US,86,18.0,California,Carneros,Chardonnay
US,86,9.0,California,California,Cabernet Sauvignon
US,86,9.0,California,California,Zinfandel
US,86,30.0,California,Sonoma County,Zinfandel
US,86,9.0,California,California,Shiraz
US,86,35.0,California,Sonoma County,Zinfandel
US,86,10.0,California,California,Cabernet Sauvignon
US,86,18.0,California,Sonoma County,Chardonnay
US,86,22.0,California,Amador County,Zinfandel
US,85,9.0,California,California,Merlot
US,85,17.0,California,Napa Valley,Merlot
US,85,9.0,California,North Coast,White Blend
US,85,7.0,California,California,Fumé Blanc
US,85,10.0,California,Shenandoah Valley (CA),Fumé Blanc
US,84,8.0,California,California,Sauvignon Blanc
US,84,22.0,California,Napa Valley,Merlot
US,84,40.0,California,Napa Valley,Cabernet Sauvignon
US,84,9.0,California,California,Chenin Blanc
US,84,35.0,California,Sonoma County,Cabernet Sauvignon
US,84,20.0,California,Dry Creek Valley,Merlot
US,84,12.0,California,Santa Barbara County,Merlot
US,84,42.0,California,Santa Maria Valley,Syrah
US,84,25.0,California,Napa Valley,Zinfandel
US,84,18.0,California,Lodi,Alvarelhão
US,84,16.0,California,Monterey,Pinot Noir
US,84,20.0,New York,Finger Lakes,Pinot Noir
US,84,25.0,California,Stags Leap District,Zinfandel
US,84,12.0,California,Napa Valley,Cabernet Sauvignon
US,84,38.0,New York,North Fork of Long Island,Pinot Noir
US,84,15.0,California,Napa Valley,Cabernet Sauvignon
US,84,12.0,California,California,Zinfandel
US,84,8.0,California,California,Symphony
US,84,18.0,Oregon,Willamette Valley,Pinot Noir
US,84,18.0,New York,North Fork of Long Island,Merlot
US,84,19.0,California,Sierra Foothills,Sangiovese
US,84,8.0,California,California,Viognier
US,84,27.0,California,Sonoma County,Cabernet Sauvignon
US,84,6.0,California,California,Zinfandel
US,84,18.0,California,Paso Robles,Cabernet Sauvignon
US,84,45.0,California,Paso Robles,Rhône-style Red Blend
US,86,8.0,Washington,Columbia Valley (WA),Riesling
US,86,15.0,California,Sonoma County,Chardonnay
US,86,16.0,California,California,Red Blend
US,86,10.0,California,Napa Valley,Chenin Blanc
US,86,56.0,California,Sonoma County,Cabernet Franc
US,86,9.0,California,California,Syrah
US,85,16.0,California,Sonoma County,Pinot Noir
US,85,18.0,Washington,Columbia Valley (WA),Syrah
US,85,35.0,California,Napa Valley,Chardonnay
US,85,25.0,California,Mendocino County,Syrah
US,85,50.0,California,Alexander Valley,Meritage
US,85,20.0,California,Napa Valley,Cabernet Sauvignon
US,85,26.0,California,Napa Valley,Merlot
US,85,7.0,California,California,Sauvignon Blanc
US,85,14.0,California,Napa Valley,Sauvignon Blanc
US,85,65.0,California,Napa Valley,Cabernet Sauvignon
US,85,26.0,California,California,Petite Sirah
US,85,11.0,California,Monterey,Syrah
US,92,45.0,California,Sonoma Coast,Pinot Noir
US,92,42.0,California,Sta. Rita Hills,Pinot Noir
US,92,55.0,California,Sta. Rita Hills,Pinot Noir
US,92,50.0,Washington,Washington,Cabernet Sauvignon
US,92,48.0,California,San Luis Obispo County,Syrah
US,92,35.0,California,Santa Ynez Valley,Rhône-style Red Blend
US,92,75.0,California,Sta. Rita Hills,Pinot Noir
US,92,30.0,Washington,Columbia Valley (WA),Merlot
US,92,30.0,Washington,Washington,Cabernet Sauvignon
US,92,75.0,California,Oakville,Cabernet Sauvignon
US,92,36.0,California,Santa Barbara County,Syrah
US,92,86.0,California,Napa Valley,Cabernet Sauvignon
US,92,22.0,Washington,Columbia Valley (WA),Chardonnay
US,92,80.0,California,Howell Mountain,Cabernet Sauvignon
US,92,24.0,California,Marin County,Riesling
US,92,110.0,California,Napa Valley,Cabernet Sauvignon
US,92,42.0,California,Sta. Rita Hills,Pinot Noir
US,92,75.0,California,Oakville,Cabernet Sauvignon
US,92,28.0,California,Napa Valley,Merlot
US,88,27.0,Washington,Columbia Valley (WA),Merlot
US,88,15.0,Washington,Columbia Valley (WA),White Blend
US,88,48.0,Washington,Columbia Valley (WA),Red Blend
US,88,19.0,Washington,Horse Heaven Hills,Roussanne
US,88,25.0,Washington,Columbia Valley (WA),Merlot
US,88,34.0,California,Oakville,Merlot
US,88,26.0,California,Mendocino County,Zinfandel
US,88,13.0,California,Santa Ynez Valley,Sauvignon Blanc
US,88,45.0,California,Anderson Valley,Pinot Noir
US,88,50.0,California,Santa Barbara County,Bordeaux-style Red Blend
US,88,18.0,California,Napa Valley,Sauvignon Blanc
US,87,35.0,Washington,Columbia Valley (WA),Cabernet Sauvignon
US,87,9.0,Washington,Columbia Valley (WA),Cabernet Sauvignon
US,87,16.0,California,Green Valley,Pinot Noir
US,87,10.0,Washington,Columbia Valley (WA),Chardonnay
US,87,19.0,California,Santa Lucia Highlands,Chardonnay
US,87,22.0,California,Calaveras County,Pinot Noir
US,87,13.0,Washington,Columbia Valley (WA),Cabernet Sauvignon
US,87,18.0,Washington,Columbia Valley (WA),Viognier
US,87,25.0,California,Malibu-Newton Canyon,Chardonnay
US,87,12.0,California,California,Riesling
US,87,45.0,California,Santa Cruz Mountains,Cabernet Sauvignon
US,87,28.0,California,Alexander Valley,Cabernet Sauvignon
US,87,15.0,Washington,Columbia Valley (WA),Syrah
US,85,35.0,California,Central Coast,Red Blend
US,85,14.0,California,Napa Valley,Zinfandel
US,85,12.0,California,Santa Ynez Valley,Marsanne
US,85,13.0,California,California,Zinfandel
US,85,19.0,California,Mendocino County,Marsanne
US,85,14.0,California,El Dorado,Riesling
US,85,9.0,California,California,Chardonnay
US,85,9.0,California,California,Sauvignon Blanc
US,85,12.0,California,California,Chardonnay
US,85,10.0,California,California,Chardonnay
US,84,16.0,California,Mendocino,Dolcetto
US,84,24.0,California,Fiddletown,Zinfandel
US,84,21.0,California,Russian River Valley,Chardonnay
US,84,12.0,California,Mendocino,Pinot Grigio
US,84,14.0,California,Mendocino,Arneis
US,84,12.0,California,California,Merlot
US,84,7.0,California,California,White Blend
US,84,19.0,California,Shenandoah Valley (CA),Primitivo
US,86,50.0,Washington,Washington,Cabernet Sauvignon
US,86,29.0,Washington,Columbia Valley (WA),Cabernet Sauvignon
US,86,30.0,California,Santa Barbara County,Sagrantino
US,86,36.0,California,Knights Valley,Sangiovese
US,86,35.0,California,Contra Costa County,Mourvèdre
US,86,19.0,Washington,Columbia Valley (WA),Merlot
US,86,24.0,California,Santa Barbara County,Pinot Noir
US,86,35.0,California,Santa Cruz Mountains,Chardonnay
US,86,13.0,Washington,Rattlesnake Hills,Riesling
US,90,30.0,California,Amador County,Viognier
US,90,27.0,Washington,Columbia Valley (WA),Cabernet Sauvignon
US,90,50.0,Washington,Yakima Valley,Merlot
US,90,20.0,California,Sierra Foothills,Rhône-style White Blend
US,90,17.0,Washington,Yakima Valley,Sémillon
US,90,39.0,California,Napa Valley,Cabernet Sauvignon
US,90,35.0,California,Sonoma Valley,Zinfandel
US,90,20.0,Washington,Walla Walla Valley (WA),Cabernet Franc
US,90,10.0,Washington,Yakima Valley,Chenin Blanc
US,90,45.0,Washington,Yakima Valley,Cabernet Sauvignon
US,89,14.0,California,Santa Barbara County,Rhône-style Red Blend
US,89,40.0,Washington,Columbia Valley (WA),Merlot
US,84,20.0,California,Santa Ynez Valley,Viognier
US,84,13.0,California,Lodi,Pinot Gris
US,84,22.0,New York,North Fork of Long Island,Merlot
US,84,24.0,California,Santa Barbara County,Syrah
US,84,15.0,California,Santa Barbara County,Chardonnay
US,84,14.0,California,Santa Barbara County,Pinot Grigio
US,84,11.0,California,California,Shiraz
US,84,45.0,California,Russian River Valley,Pinot Noir
US,84,10.0,California,Paso Robles,Sauvignon Blanc
US,84,21.0,Oregon,Willamette Valley,Pinot Noir
US,84,10.0,California,Santa Barbara County,Sauvignon Blanc
US,84,60.0,California,Napa Valley,Port
US,84,14.0,California,Alexander Valley,Sauvignon Blanc
US,84,18.0,California,Paso Robles,Zinfandel
US,84,14.0,Oregon,Willamette Valley,Pinot Blanc
US,84,14.0,California,Sonoma County,Chardonnay
US,84,20.0,California,Arroyo Seco,Sauvignon Blanc
US,84,14.0,California,California,Pinot Noir
US,84,29.0,California,Russian River Valley,Pinot Noir
US,84,16.0,California,Sonoma County,Sangiovese
US,84,24.0,California,Sierra Foothills,Grenache
US,84,9.0,California,California,Chardonnay
US,84,15.0,California,Monterey County,Syrah
US,84,10.0,New York,New York,Pinot Noir
US,84,14.0,California,Paso Robles,Muscat Canelli
US,84,18.0,California,Mendocino,Chardonnay
US,84,14.0,California,Napa Valley,Sauvignon Blanc
US,85,11.0,California,Lodi,Shiraz
US,85,12.0,California,California,Pinot Grigio
US,85,15.0,California,California,Cabernet Sauvignon
US,85,25.0,California,Monterey,Syrah
US,85,26.0,California,Napa Valley,Syrah
US,85,9.0,California,California,Merlot
US,85,13.0,California,Monterey County,Chardonnay
US,85,19.0,California,Monterey,Chardonnay
US,85,15.0,California,Monterey,Syrah
US,85,55.0,Washington,Red Mountain,Cabernet Sauvignon
US,92,55.0,California,Alexander Valley,Bordeaux-style Red Blend
US,92,34.0,California,Santa Barbara County,Grenache
US,92,49.0,California,Sta. Rita Hills,Pinot Noir
US,92,75.0,California,Mt. Harlan,Pinot Noir
US,92,50.0,California,Napa Valley,Cabernet Sauvignon
US,92,78.0,California,Stags Leap District,Bordeaux-style Red Blend
US,92,28.0,Washington,Yakima Valley,Merlot
US,92,18.0,Washington,Columbia Valley (WA),Sauvignon Blanc
US,92,48.0,California,Sonoma County,Cabernet Sauvignon
US,92,28.0,Washington,Columbia Valley (WA),Cabernet Franc
US,91,25.0,Washington,Yakima Valley,Cabernet Sauvignon
US,91,36.0,Washington,Washington,Chardonnay
US,91,35.0,California,Sta. Rita Hills,Pinot Noir
US,91,38.0,California,Santa Barbara County,Grenache
US,91,34.0,California,Sonoma Coast,Pinot Noir
US,91,30.0,Washington,Columbia Valley (WA),Sangiovese
US,91,35.0,California,St. Helena,Petite Sirah
US,87,33.0,California,Mendocino,Pinot Noir
US,87,22.0,California,Madera,Viognier
US,87,18.0,California,Sonoma County,Zinfandel
US,87,19.0,California,Calaveras County,Chardonnay
US,87,28.0,California,Santa Maria Valley,Pinot Noir
US,87,20.0,Washington,Columbia Valley (WA),Red Blend
US,87,24.0,California,Monterey,Pinot Noir
US,87,26.0,California,Dry Creek Valley,Zinfandel
US,87,28.0,California,Anderson Valley,Pinot Noir
US,87,30.0,California,Santa Lucia Highlands,Pinot Noir
US,87,35.0,Washington,Columbia Valley (WA),Cabernet Sauvignon
US,87,48.0,California,Dry Creek Valley,Zinfandel
US,87,12.0,California,California,Sauvignon Blanc
US,87,60.0,California,Napa Valley,Cabernet Sauvignon
US,87,8.0,Washington,Washington,Merlot
US,87,14.0,Washington,Columbia Valley (WA),Riesling
US,87,40.0,California,Chalone,Pinot Noir
US,87,13.0,Washington,Columbia Valley (WA),Pinot Grigio
US,87,25.0,California,Sonoma County,Sauvignon Blanc
US,87,30.0,California,Arroyo Seco,Pinot Noir
US,87,21.0,California,Bennett Valley,White Blend
US,87,9.0,Washington,Rattlesnake Hills,Chardonnay
US,87,19.0,California,Santa Barbara County,Pinot Noir
US,87,28.0,California,Dry Creek Valley,Zinfandel
US,84,13.0,California,Napa Valley,Sauvignon Blanc
US,84,10.0,California,California,Pinot Grigio
US,84,17.0,California,Napa Valley,Cabernet Sauvignon
US,84,11.0,California,California,Pinot Grigio
US,83,10.0,California,California,Merlot
US,83,10.0,California,California,Chardonnay
US,83,14.0,California,Lake County,Chardonnay
US,83,12.0,California,California,Merlot
US,83,10.0,California,North Coast,Chardonnay
US,83,10.0,California,Dunnigan Hills,Sauvignon Blanc
US,83,14.0,California,Mendocino,Pinot Blanc
US,83,22.0,California,Napa Valley,Merlot
US,82,10.0,California,California,Merlot
US,82,9.0,California,Santa Barbara County,Rhône-style Red Blend
US,82,10.0,California,California,Chardonnay
US,82,11.0,California,California,Chardonnay
US,81,10.0,California,California,Merlot
US,89,39.0,Washington,Columbia Valley (WA),Syrah
US,89,35.0,Washington,Walla Walla Valley (WA),Cabernet Sauvignon
US,89,28.0,Washington,Columbia Valley (WA),Syrah
US,89,20.0,Washington,Columbia Valley (WA),Syrah
US,89,24.0,California,Dry Creek Valley,Sangiovese
US,89,19.0,Washington,Columbia Valley (WA),Cabernet Sauvignon
US,89,40.0,Washington,Walla Walla Valley (WA),Syrah
US,89,38.0,Washington,Yakima Valley,Red Blend
US,89,30.0,Washington,Yakima Valley,Grenache-Shiraz
US,89,21.0,California,Napa Valley,Sauvignon Blanc
US,86,25.0,California,Monterey,Chardonnay
US,86,25.0,California,Contra Costa County,Zinfandel
US,86,18.0,California,Santa Lucia Highlands,Chardonnay
US,86,38.0,California,Edna Valley,Pinot Noir
US,85,18.0,Washington,Columbia Valley (WA),Red Blend
US,85,10.0,California,California,Merlot
US,85,27.0,California,Santa Barbara County,Pinot Noir
US,85,16.0,California,Santa Barbara County,Gewürztraminer
US,85,16.0,California,California,Pinot Noir
US,84,20.0,California,Chalk Hill,Syrah
US,84,35.0,New York,"The Hamptons, Long Island",Merlot
US,83,30.0,California,Monterey,Merlot
US,83,13.0,California,Mendocino,White Blend
US,83,10.0,California,Dry Creek Valley,Zinfandel
US,83,20.0,New York,Finger Lakes,Pinot Noir
US,83,34.0,California,Santa Ynez Valley,Rhône-style Red Blend
US,83,6.0,California,California,Chardonnay
US,83,8.0,California,California,Shiraz
US,83,26.0,California,Potter Valley,Merlot
US,83,30.0,California,Napa Valley,Merlot
US,83,28.0,California,Carneros,Pinot Noir
US,83,9.0,California,California,Chardonnay
US,83,36.0,California,Marin County,Pinot Noir
US,83,10.0,California,Amador County,Rosé
US,83,20.0,New York,North Fork of Long Island,Merlot
US,83,13.0,California,California,Rosé
US,83,12.0,California,Lodi,Zinfandel
US,83,12.0,California,Monterey,Riesling
US,83,10.0,California,Lodi,Pinot Noir
US,83,26.0,California,Russian River Valley,Pinot Noir
US,85,9.0,California,Central Coast,Shiraz
US,85,10.0,California,California,Sparkling Blend
US,85,10.0,California,California,Cabernet Sauvignon
US,85,18.0,California,Central Coast,White Blend
US,85,75.0,California,Napa Valley,Cabernet Sauvignon
US,84,24.0,California,Livermore Valley,Cabernet Blend
US,84,10.0,California,California,Chardonnay
US,84,7.0,California,California,Chardonnay
US,84,16.0,California,Napa Valley,Pinot Noir
US,84,24.0,California,Napa,Chardonnay
US,84,10.0,California,California,Sauvignon Blanc
US,84,34.0,California,Napa Valley,Zinfandel
US,84,11.0,California,Lodi,Shiraz
US,84,11.0,California,Paso Robles,Cabernet Sauvignon
US,84,11.0,California,Central Coast,Chardonnay
US,84,9.0,California,Dunnigan Hills,Merlot
US,84,35.0,California,Napa Valley,Zinfandel
US,84,18.0,California,Paso Robles,Zinfandel
US,87,16.0,Washington,Columbia Valley (WA),Merlot
US,87,9.0,Washington,Columbia Valley (WA),Shiraz
US,87,26.0,California,Russian River Valley,Sauvignon Blanc
US,87,26.0,California,Paso Robles,Cabernet Franc
US,87,12.0,Washington,Columbia Valley (WA),Pinot Gris
US,87,18.0,California,Paso Robles,Zinfandel
US,87,18.0,California,Monterey County,Albariño
US,87,24.0,California,Monterey,Albariño
US,87,45.0,Washington,Columbia Valley (WA),Merlot
US,87,38.0,California,Russian River Valley,Pinot Noir
US,87,16.0,Washington,Columbia Valley (WA),Cabernet Sauvignon
US,87,13.0,Washington,Washington,Chenin Blanc
US,87,20.0,California,Napa Valley,Cabernet Sauvignon
US,87,35.0,California,Paso Robles,Red Blend
US,87,34.0,California,Arroyo Grande Valley,Pinot Noir
US,87,18.0,California,Santa Barbara County,Pinot Gris
US,87,10.0,Washington,Columbia Valley (WA),Chardonnay
US,87,32.0,California,Russian River Valley,Chardonnay
US,87,15.0,California,Alexander Valley,Merlot
US,87,10.0,Washington,Columbia Valley (WA),Merlot
US,87,25.0,California,Sonoma-Napa-Lake,Red Blend
US,87,10.0,Washington,Washington,Riesling
US,87,18.0,California,Carneros,Chardonnay
US,87,25.0,California,Napa-Carneros,Chardonnay
US,87,32.0,California,Carneros,Pinot Noir
US,87,9.0,Washington,Rattlesnake Hills,Syrah
US,87,25.0,California,Central Coast,Pinot Noir
US,87,65.0,California,Napa Valley,Cabernet Sauvignon
US,87,25.0,California,Central Coast,Pinot Noir
US,87,40.0,California,Oak Knoll District,Cabernet Sauvignon
US,87,56.0,California,Santa Cruz Mountains,Cabernet Sauvignon
US,87,18.0,California,Napa-Sonoma,Merlot
US,87,35.0,California,Russian River Valley,Zinfandel
US,81,10.0,California,California,Cabernet Sauvignon
US,80,7.0,California,California,Merlot
US,93,34.0,California,Napa Valley,Chardonnay
US,93,54.0,California,Sonoma Coast,Chardonnay
US,92,45.0,California,Napa Valley,Chardonnay
US,92,48.0,California,Napa Valley,Chardonnay
US,92,37.0,California,Russian River Valley,Chardonnay
US,92,85.0,California,Sonoma County,Chardonnay
US,92,30.0,California,Santa Barbara,Chardonnay
US,92,50.0,California,Northern Sonoma,Chardonnay
US,92,30.0,California,Napa Valley,Chardonnay
US,92,45.0,California,Carneros,Chardonnay
US,92,30.0,California,Russian River Valley,Chardonnay
US,92,45.0,California,Napa Valley,Chardonnay
US,92,30.0,California,Russian River Valley,Chardonnay
US,91,40.0,California,Guenoc Valley,Chardonnay
US,91,30.0,California,Santa Maria Valley,Chardonnay
US,91,32.0,California,Sonoma County,Chardonnay
US,91,32.0,California,Russian River Valley,Chardonnay
US,91,28.0,California,Sonoma County,Cabernet Sauvignon
US,91,28.0,California,Dry Creek Valley,Cabernet Sauvignon
US,91,33.0,California,Sonoma County,Chardonnay
US,91,50.0,California,Monterey,Chardonnay
US,91,42.0,California,California,Chardonnay
US,91,53.0,California,Rutherford,Chardonnay
US,91,30.0,California,Russian River Valley,Chardonnay
US,91,38.0,California,Sonoma County,Chardonnay
US,89,20.0,Washington,Yakima Valley,Merlot
US,89,28.0,Washington,Walla Walla Valley (WA),Tempranillo
US,89,32.0,Washington,Walla Walla Valley (WA),Cabernet Sauvignon
US,89,39.0,California,Napa Valley,Cabernet Sauvignon
US,89,20.0,Washington,Yakima Valley,Cabernet Franc
US,89,22.0,Washington,Washington,Viognier
US,89,22.0,California,San Luis Obispo County,Tempranillo
US,89,35.0,Washington,Columbia Valley (WA),Bordeaux-style Red Blend
US,89,22.0,California,Amador County,Zinfandel
US,89,50.0,Washington,Walla Walla Valley (WA),Red Blend
US,89,27.0,California,Russian River Valley,Chardonnay
US,89,26.0,Washington,Columbia Valley (WA),Chardonnay
US,89,40.0,Washington,Columbia Valley (WA),Syrah
US,83,18.0,California,Carneros,Chardonnay
US,83,6.0,California,California,Pinot Grigio
US,83,14.0,California,Lake County,Cabernet Sauvignon
US,83,22.0,New York,"The Hamptons, Long Island",Merlot
US,83,15.0,California,Monterey County,Sauvignon Blanc
US,83,10.0,California,Lodi,Chardonnay
US,83,25.0,California,Santa Ynez Valley,Cabernet Sauvignon
US,83,12.0,California,California,Chardonnay
US,83,17.0,California,Livermore Valley,Mourvèdre
US,83,18.0,California,Clear Lake,Syrah
US,83,15.0,California,Sonoma County,Riesling
US,83,11.0,California,Central Coast,Chardonnay
US,83,16.0,California,Sonoma County,Zinfandel
US,82,32.0,California,Santa Barbara County,Red Blend
US,82,24.0,California,Paso Robles,Grenache
US,82,27.0,California,Paso Robles,Cabernet Sauvignon
US,82,50.0,New York,"The Hamptons, Long Island",Pinot Noir
US,82,40.0,California,California,Bordeaux-style Red Blend
US,82,24.0,California,San Benito County,Rhône-style Red Blend
US,82,42.0,California,Russian River Valley,Pinot Noir
US,82,24.0,California,Alexander Valley,Cabernet Sauvignon
US,82,45.0,California,Lake County,Syrah
US,85,26.0,Washington,Yakima Valley,Viognier
US,85,16.0,California,St. Helena,Rosé
US,85,15.0,California,Central Coast,Chardonnay
US,85,20.0,California,Napa County,Pinot Noir
US,85,18.0,California,Paso Robles,Rhône-style White Blend
US,85,11.0,California,Lake County,Sauvignon Blanc
US,85,14.0,California,Dry Creek Valley,Merlot
US,85,42.0,California,Sonoma Valley,Chardonnay
US,85,28.0,California,Paso Robles,Syrah
US,85,25.0,California,Paso Robles,Zinfandel
US,85,25.0,California,Contra Costa County,Zinfandel
US,85,26.0,California,Santa Barbara County,Grenache
US,85,24.0,Washington,Horse Heaven Hills,Syrah
US,84,24.0,California,Livermore Valley,Rhône-style Red Blend
US,84,75.0,California,Oakville,Cabernet Sauvignon
US,84,29.0,California,Santa Ynez Valley,Syrah
US,84,14.0,California,California,Pinot Noir
US,84,13.0,California,California,Syrah
US,84,15.0,California,Lake County,Sauvignon Blanc
US,84,9.0,California,Dunnigan Hills,Cabernet Sauvignon
US,84,29.0,California,Santa Ynez Valley,Merlot
US,84,20.0,California,Paso Robles,Cabernet Blend
US,84,17.0,California,Sonoma County,Cabernet Sauvignon
US,84,11.0,California,California,Sangiovese
US,84,24.0,California,Cienega Valley,Sangiovese
US,87,18.0,California,Sonoma Valley,Marsanne
US,87,50.0,California,Anderson Valley,Pinot Noir
US,87,18.0,California,San Francisco Bay,Petite Sirah
US,87,15.0,California,Monterey County,Muscat
US,87,16.0,Washington,Columbia Valley (WA),Pinot Gris
US,87,32.0,California,Yorkville Highlands,Pinot Noir
US,87,19.0,Washington,Columbia Valley (WA),Pinot Gris
US,87,45.0,California,Mendocino,Pinot Noir
US,87,55.0,California,Anderson Valley,Pinot Noir
US,87,45.0,California,Santa Cruz Mountains,Bordeaux-style Red Blend
US,87,48.0,California,Napa Valley,Cabernet Sauvignon
US,87,50.0,California,Santa Lucia Highlands,Pinot Noir
US,87,35.0,California,Napa Valley,Chardonnay
US,87,20.0,Washington,Columbia Valley (WA),Red Blend
US,87,40.0,California,Yorkville Highlands,Pinot Noir
US,87,35.0,California,California,Red Blend
US,87,15.0,California,Paso Robles,Petite Sirah
US,87,16.0,Washington,Columbia Valley (WA),Chenin Blanc
US,87,25.0,California,Santa Lucia Highlands,Pinot Noir
US,87,38.0,California,Arroyo Grande Valley,Chardonnay
US,87,40.0,California,Santa Cruz Mountains,Cabernet Franc
US,87,18.0,Washington,Columbia Valley (WA),Red Blend
US,87,50.0,California,Rutherford,Cabernet Sauvignon
US,87,20.0,California,Napa Valley,Cabernet Sauvignon
US,91,40.0,California,Chalk Hill,Chardonnay
US,91,35.0,California,Napa Valley,Chardonnay
US,91,38.0,California,Santa Barbara County,Chardonnay
US,91,30.0,California,Santa Barbara County,Chardonnay
US,91,38.0,California,Russian River Valley,Chardonnay
US,91,75.0,California,Santa Maria Valley,Chardonnay
US,91,32.0,California,Napa Valley,Chardonnay
US,91,35.0,California,Santa Maria Valley,Chardonnay
US,91,35.0,California,Arroyo Seco,Chardonnay
US,91,58.0,California,Napa Valley,Chardonnay
US,91,45.0,California,Napa Valley,Chardonnay
US,91,55.0,California,Monterey,Chardonnay
US,91,40.0,California,Napa Valley,Chardonnay
US,91,41.0,California,Santa Maria Valley,Chardonnay
US,91,45.0,California,Sonoma County,Chardonnay
US,91,30.0,California,Carneros,Chardonnay
US,91,30.0,California,Napa Valley,Chardonnay
US,90,60.0,California,Santa Maria Valley,Chardonnay
US,90,30.0,California,Napa Valley,Chardonnay
US,90,34.0,California,Cienega Valley,Chardonnay
US,90,40.0,California,Central Coast,Chardonnay
US,90,60.0,California,Sonoma County,Chardonnay
US,90,40.0,California,Rutherford,Chardonnay
US,90,59.0,California,Napa Valley,Chardonnay
US,90,30.0,California,Russian River Valley,Chardonnay
US,90,30.0,California,Mendocino,Chardonnay
US,90,52.0,California,Napa Valley,Chardonnay
US,90,60.0,California,Sonoma County,Chardonnay
US,89,30.0,Washington,Walla Walla Valley (WA),Bordeaux-style Red Blend
US,89,29.0,Washington,Yakima Valley,Cabernet Sauvignon
US,89,19.0,Washington,Columbia Valley (WA),Meritage
US,89,30.0,Washington,Columbia Valley (WA),Syrah
US,89,40.0,Washington,Columbia Valley (WA),Bordeaux-style Red Blend
US,88,26.0,Washington,Yakima Valley,Syrah
US,88,25.0,California,Fiddletown,Zinfandel
US,88,13.0,California,Sierra Foothills,Rosé
US,88,31.0,California,Sonoma Valley,Barbera
US,88,20.0,Washington,Columbia Valley (WA),Merlot
US,88,30.0,Washington,Yakima Valley,Sangiovese
US,88,32.0,Washington,Columbia Valley (WA),Cabernet Sauvignon
US,88,18.0,Washington,Columbia Valley (WA),Chardonnay
US,88,38.0,Washington,Columbia Valley-Walla Walla Valley,Syrah
US,88,50.0,Washington,Columbia Valley (WA),Cabernet Sauvignon
US,88,19.0,Washington,Columbia Valley (WA),Merlot
US,88,17.0,Washington,Columbia Valley (WA),Chardonnay
US,82,30.0,California,California,Syrah
US,82,21.0,California,Santa Barbara County,Merlot
US,82,12.0,California,California,Chardonnay
US,82,15.0,New York,North Fork of Long Island,Merlot
US,82,28.0,California,Amador County,Zinfandel
US,81,11.0,California,Lodi,Pinot Grigio
US,81,28.0,Michigan,Lake Michigan Shore,Pinot Noir
